Time (s),Sensor Value (Newtons)
0.0,3.996680515527577e-15
0.05919337272644043,3.996680515527577e-15
0.10428261756896973,3.996680515527577e-15
0.1641387939453125,3.996680515527577e-15
0.22408342361450195,3.996680515527577e-15
0.26813697814941406,3.996680515527577e-15
0.3287997245788574,3.996680515527577e-15
0.38841772079467773,3.996680515527577e-15
0.4492213726043701,3.996680515527577e-15
0.4941849708557129,3.996680515527577e-15
0.5537049770355225,3.996680515527577e-15
0.6138627529144287,3.996680515527577e-15
0.6589319705963135,3.996680515527577e-15
0.7185630798339844,3.996680515527577e-15
0.7788760662078857,3.996680515527577e-15
0.8387320041656494,3.996680515527577e-15
0.8988454341888428,3.996680515527577e-15
0.9436907768249512,3.996680515527577e-15
1.0041699409484863,3.996680515527577e-15
1.0634667873382568,3.996680515527577e-15
1.1241683959960938,3.996680515527577e-15
1.1838572025299072,3.996680515527577e-15
1.2583591938018799,3.996680515527577e-15
1.3188331127166748,3.996680515527577e-15
1.3795316219329834,3.996680515527577e-15
1.438636302947998,3.996680515527577e-15
1.4992003440856934,3.996680515527577e-15
1.5594301223754883,3.996680515527577e-15
1.5594301223754883,3.996680515527577e-15
1.618971347808838,3.996680515527577e-15
1.6790106296539307,3.996680515527577e-15
1.7385425567626953,3.996680515527577e-15
1.7983384132385254,3.996680515527577e-15
1.8586788177490234,3.996680515527577e-15
1.9181368350982666,3.996680515527577e-15
1.978635549545288,3.996680515527577e-15
2.038827419281006,3.996680515527577e-15
2.09916090965271,3.996680515527577e-15
2.1589815616607666,3.996680515527577e-15
2.2191946506500244,3.996680515527577e-15
2.2191946506500244,3.996680515527577e-15
2.2784783840179443,3.996680515527577e-15
2.3391470909118652,3.996680515527577e-15
2.399233341217041,3.996680515527577e-15
2.4590914249420166,3.996680515527577e-15
2.519151449203491,3.996680515527577e-15
2.5796616077423096,3.996680515527577e-15
2.638742685317993,3.996680515527577e-15
2.6989681720733643,3.996680515527577e-15
2.759282350540161,4.7360701560974166
2.8191874027252197,9.970674514770513
2.878446340560913,19.941349029541023
2.9386720657348633,31.15835762023927
2.9989235401153564,41.12903213500978
